"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Carlos Alberto Gastelum","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".281",".286",".567",".253","","-100","0.0","0.0","","-0.1","0.0","","sa198097"
"Leobardo Arauz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".274",".292",".566",".253","","-100","0.0","0.0","","-0.1","0.0","","sa208111"
"Adam Buschini","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".265",".309",".574",".253","","56","0.0","0.0","","-0.1","0.0","0.0","sa501445"
"Jose Heberto Felix","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".263",".317",".581",".253","","-100","0.0","0.0","","-0.1","0.0","","sa447630"
"Jeudy Valdez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".262",".315",".577",".253","","56","0.0","0.0","","-0.1","0.0","0.0","sa392932"
"Will Maddox","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".274",".303",".577",".253","","52","0.0","0.0","","-0.1","0.0","0.0","sa827323"
"Jonathan Schwind","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".268",".303",".571",".253","","55","0.0","0.0","","-0.1","0.0","0.0","sa598663"
"Andy Parrino","Athletics","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".276",".292",".568",".253","","57","0.0","0.0","","-0.1","0.0","0.0","3972"
"Deven Marrero","Red Sox","1","5","5","1","0","0","0","0","0","0","1","0","0","0","",".223",".272",".300",".571",".253","","48","0.0","-0.1","","-0.3","0.0","0.0","13325"
"Brian Ward","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".275",".290",".565",".253","","57","0.0","0.0","","-0.1","0.0","0.0","sa502524"
"Brett Sullivan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".254",".331",".585",".253","","56","0.0","0.0","","-0.1","0.0","0.0","sa857232"
"Max Murphy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".260",".318",".577",".253","","51","0.0","0.0","","-0.1","0.0","0.0","sa827182"
"Jio Mier","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".271",".296",".567",".253","","56","0.0","0.0","","-0.1","0.0","0.0","sa500732"
"Daniel Carbonell","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".260",".318",".578",".253","","57","0.0","0.0","","-0.1","0.0","0.0","sa829978"
"Nick Vickerson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".190",".275",".284",".558",".253","","49","0.0","0.0","","-0.1","0.0","0.0","sa598342"
"Hak-Ju Lee","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".277",".290",".567",".253","","57","0.0","0.0","","-0.1","0.0","0.0","sa502536"
"Nick Ciuffo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".265",".314",".579",".252","","56","0.0","0.0","","-0.1","0.0","0.0","sa737509"
"Angel Villalona","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".256",".322",".578",".252","","57","0.0","0.0","","-0.1","0.0","0.0","sa392874"
"Yoilan Cerse","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".267",".305",".572",".252","","48","0.0","0.0","","-0.1","0.0","0.0","sa875341"
"Nick Noonan","Padres","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".267",".307",".574",".252","","56","0.0","0.0","","-0.1","0.0","0.0","6880"
"Dennis Raben","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".251",".330",".581",".252","","57","0.0","0.0","","-0.1","0.0","0.0","sa454440"
"Jeff Hendrix","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".276",".288",".564",".252","","52","0.0","0.0","","-0.1","0.0","0.0","sa829803"
"Logan Vick","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".274",".285",".559",".252","","51","0.0","0.0","","-0.1","0.0","0.0","sa579780"
"Daniel Spingola","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".271",".300",".571",".252","","52","0.0","0.0","","-0.1","0.0","0.0","sa829496"
"Dan Rohlfing","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".267",".309",".576",".252","","51","0.0","0.0","","-0.1","0.0","0.0","sa389665"
"Fernando Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".250",".332",".582",".252","","55","0.0","0.0","","-0.1","0.0","0.0","sa657942"
"Abel Nieves","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".271",".295",".566",".252","","-100","0.0","0.0","","-0.1","0.0","","sa288782"
"Sean Dwyer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".267",".302",".568",".252","","35","0.0","0.0","","-0.1","0.0","0.0","sa549148"
"Gift Ngoepe","Pirates","29","114","103","21","4","1","1","9","9","9","37","1","1","1","",".203",".271",".297",".568",".252","","55","0.0","0.0","","-6.4","0.4","-0.2","10340"
"Danny Jansen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".263",".309",".572",".252","","51","0.0","0.0","","-0.1","0.0","0.0","sa738162"
"Keenyn Walker","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".275",".286",".561",".252","","52","0.0","0.0","","-0.1","0.0","0.0","sa501943"
"Ryan Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".253",".325",".579",".252","","55","0.0","0.0","","-0.1","0.0","0.0","sa738892"
"Nathan Melendres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".260",".317",".577",".252","","56","0.0","0.0","","-0.1","0.0","0.0","sa546710"
"Andrew Velazquez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".271",".299",".570",".252","","55","0.0","0.0","","-0.1","0.0","0.0","sa658104"
"River Stevens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".266",".309",".574",".252","","55","0.0","0.0","","-0.1","0.0","0.0","sa658130"
"Anthony Hewitt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".248",".331",".580",".252","","50","0.0","0.0","","-0.1","0.0","0.0","sa454381"
"Dustin Lawley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".244",".337",".581",".252","","56","0.0","0.0","","-0.1","0.0","0.0","sa599380"
"Jeff Kemp","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".268",".304",".572",".252","","50","0.0","0.0","","-0.1","0.0","0.0","sa658834"
"Zack Collins","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".180",".274",".283",".557",".252","","52","0.0","0.0","","-0.1","0.0","0.0","sa738390"
"Gerson Manzanillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".264",".311",".575",".252","","-100","0.0","0.0","","-0.1","0.0","","sa393018"
"Felix Munoz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".262",".312",".573",".252","","53","0.0","0.0","","-0.1","0.0","0.0","sa506830"
"Anderson Miller","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".261",".311",".573",".252","","50","0.0","0.0","","-0.1","0.0","0.0","sa857824"
"Max George","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".271",".294",".565",".252","","34","0.0","0.0","","-0.1","0.0","0.0","sa829010"
"Travis Witherspoon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".261",".308",".569",".252","","56","0.0","0.0","","-0.1","0.0","0.0","sa501690"
"Estarlin Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".275",".292",".567",".252","","51","0.0","0.0","","-0.1","0.0","0.0","sa507023"
"Rico Noel","Yankees","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".279",".284",".563",".252","","52","0.0","0.0","","-0.1","0.0","0.0","10585"
"Dexture McCall","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".263",".306",".570",".252","","55","0.0","0.0","","-0.1","0.0","0.0","sa829535"
"Jose Lozada","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".275",".292",".568",".252","","51","0.0","0.0","","-0.1","0.0","0.0","sa454600"
"Yunesky Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".269",".305",".574",".252","","-100","0.0","0.0","","-0.1","0.0","","sa381319"
"Carlos Castro","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".244",".339",".583",".252","","52","0.0","0.0","","-0.1","0.0","0.0","sa657241"
"Daniel Lockhart","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".264",".314",".578",".252","","46","0.0","0.0","","-0.1","0.0","0.0","sa598065"
"Breland Almadova","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".269",".299",".568",".252","","46","0.0","0.0","","-0.1","0.0","0.0","sa659072"
"Danny Bethea","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".257",".319",".576",".252","","47","0.0","0.0","","-0.1","0.0","0.0","sa738923"
"Martin Medina","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".267",".300",".567",".251","","51","0.0","0.0","","-0.1","0.0","0.0","sa599196"
"Zach Welz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".266",".301",".568",".251","","57","0.0","0.0","","-0.1","0.0","0.0","sa883465"
"Diego Goris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".258",".320",".578",".251","","55","0.0","0.0","","-0.1","0.0","0.0","sa507199"
"Will Allen","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".264",".307",".572",".251","","51","0.0","0.0","","-0.1","0.0","0.0","sa550032"
"Kellin Deglan","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".251",".324",".575",".251","","48","0.0","0.0","","-0.1","0.0","0.0","sa548189"
"Jason Esposito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".255",".322",".577",".251","","50","0.0","0.0","","-0.1","0.0","0.0","sa454765"
"Adrian Marin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".265",".308",".573",".251","","50","0.0","0.0","","-0.1","0.0","0.0","sa657939"
"Tito Polo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".260",".313",".572",".251","","52","0.0","0.0","","-0.1","0.0","0.0","sa657705"
"Mario Martinez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".252",".329",".580",".251","","47","0.0","0.0","","-0.1","0.0","0.0","sa392881"
"Gilberto Galaviz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".264",".309",".573",".251","","-100","0.0","0.0","","-0.1","0.0","","sa597945"
"Carlos Paulino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".271",".295",".566",".251","","52","0.0","0.0","","-0.1","0.0","0.0","sa456100"
"Hector Guevara","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".261",".311",".572",".251","","55","0.0","0.0","","-0.1","0.0","0.0","sa504966"
"Jose Gonzalez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".266",".298",".564",".251","","50","0.0","0.0","","-0.1","0.0","0.0","sa456023"
"Jared King","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".266",".304",".570",".251","","55","0.0","0.0","","-0.1","0.0","0.0","sa621638"
"Tyler Neslony","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".261",".307",".568",".251","","51","0.0","0.0","","-0.1","0.0","0.0","sa918131"
"Trent Clark","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".271",".290",".561",".251","","48","0.0","0.0","","-0.1","0.0","0.0","sa874246"
"J.D. Williams","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".265",".300",".565",".251","","50","0.0","0.0","","-0.1","0.0","0.0","sa548483"
"Roy Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".275",".286",".562",".251","","52","0.0","0.0","","-0.1","0.0","0.0","sa829030"
"Jose Gil","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".267",".296",".563",".251","","56","0.0","0.0","","-0.1","0.0","0.0","sa294329"
"Chris Gittens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".195",".254",".319",".573",".251","","51","0.0","0.0","","-0.1","0.0","0.0","sa829048"
"Dylan Tice","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".265",".306",".571",".251","","52","0.0","0.0","","-0.1","0.0","0.0","sa876269"
"Jeremias Pineda","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".278",".282",".559",".251","","52","0.0","0.0","","-0.1","0.0","0.0","sa598687"
"Dan Fiorito","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".266",".299",".566",".251","","51","0.0","0.0","","-0.1","0.0","0.0","sa732908"
"Thomas Coyle","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".271",".293",".564",".251","","55","0.0","0.0","","-0.1","0.0","0.0","sa578983"
"Anthony Dimino","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".273",".288",".561",".251","","55","0.0","0.0","","-0.1","0.0","0.0","sa875888"
"Alberto Carreon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".265",".302",".567",".251","","-100","0.0","0.0","","-0.1","0.0","","sa508493"
"Devin Harris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".198",".254",".318",".572",".251","","56","0.0","0.0","","-0.1","0.0","0.0","sa501556"
"Mitchell Tolman","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".278",".281",".560",".251","","54","0.0","0.0","","-0.1","0.0","0.0","sa858829"
"Josh Naylor","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".253",".328",".581",".251","","54","0.0","0.0","","-0.1","0.0","0.0","sa874243"
"Luis Borges","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".245",".272",".299",".571",".250","","-100","0.0","0.0","","-0.1","0.0","","sa199621"
"Auston Bousfield","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".273",".285",".558",".250","","54","0.0","0.0","","-0.1","0.0","0.0","sa827356"
"Kristian Delgado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".270",".297",".567",".250","","-100","0.0","0.0","","-0.1","0.0","","sa825026"
"Connor Panas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".192",".249",".323",".573",".250","","50","0.0","0.0","","-0.1","0.0","0.0","sa875228"
"Jose Vinicio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".261",".315",".575",".250","","51","0.0","0.0","","-0.1","0.0","0.0","sa549538"
"Zac Shepherd","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".186",".256",".309",".565",".250","","51","0.0","0.0","","-0.1","0.0","0.0","sa830224"
"Alec Sole","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".264",".307",".571",".250","","54","0.0","0.0","","-0.1","0.0","0.0","sa829320"
"Christian Quintero","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".269",".298",".567",".250","","-100","0.0","0.0","","-0.1","0.0","","sa208112"
"Nick Solak","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".273",".288",".560",".250","","51","0.0","0.0","","-0.1","0.0","0.0","sa874054"
"Vladimir Guerrero Jr.","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".260",".309",".569",".250","","50","0.0","0.0","","-0.1","0.0","0.0","sa920245"
"Jared Foster","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".256",".321",".577",".250","","56","0.0","0.0","","-0.1","0.0","0.0","sa875097"
"Stefan Sabol","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".191",".263",".298",".561",".250","","55","0.0","0.0","","-0.1","0.0","0.0","sa549280"
"Jose Manuel Orozco","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".260",".313",".573",".250","","-100","0.0","0.0","","-0.1","0.0","","sa505268"
"Yeicok Calderon","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".246",".329",".576",".250","","51","0.0","0.0","","-0.1","0.0","0.0","sa507137"
"Sergio Perez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".272",".294",".566",".250","","-100","0.0","0.0","","-0.1","0.0","","sa508059"
"Nick Rickles","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".250",".327",".577",".250","","50","0.0","0.0","","-0.1","0.0","0.0","sa546837"
"Delvis Morales","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".273",".288",".561",".250","","55","0.0","0.0","","-0.1","0.0","0.0","sa547910"
"Scott Burcham","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".266",".303",".569",".250","","33","0.0","0.0","","-0.1","0.0","0.0","sa875782"
"Robert Pehl","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".270",".290",".560",".250","","49","0.0","0.0","","-0.1","0.0","0.0","sa708213"
"Matt Wessinger","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".267",".300",".567",".250","","33","0.0","0.0","","-0.1","0.0","0.0","sa602385"
"Pedro Ciriaco","Braves","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".263",".310",".574",".250","","50","0.0","0.0","","-0.1","0.0","0.0","5278"
"Heiker Meneses","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".274",".292",".565",".250","","46","0.0","0.0","","-0.1","0.0","0.0","sa506229"
"Wendell Rijo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".266",".298",".564",".250","","47","0.0","0.0","","-0.1","0.0","0.0","sa739597"
"Sharlon Schoop","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".267",".297",".564",".250","","49","0.0","0.0","","-0.1","0.0","0.0","sa293531"
"Raul Sanchez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".266",".297",".562",".250","","-100","0.0","0.0","","-0.1","0.0","","sa185680"
"Jhoan Urena","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".265",".299",".564",".250","","54","0.0","0.0","","-0.1","0.0","0.0","sa657511"
"Adam Heisler","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".268",".293",".560",".250","","50","0.0","0.0","","-0.1","0.0","0.0","sa503658"
"Luis Marte","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".258",".321",".579",".250","","47","0.0","0.0","","-0.1","0.0","0.0","sa597106"
